Race,Candidate,Vote Type,Locality,Votes
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Franklin District 2,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Franklin District 3,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Franklin District 3,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Franklin District 4,4
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Franklin District 4,4
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Franklin District 5,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Franklin District 5,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Franklin District 6,2
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Franklin District 6,2
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Franklin District 7,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Franklin District 7,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Franklin District 8,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Franklin District 8,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Franklin District 9,3
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Franklin District 9,3
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Franklin District 10,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Franklin District 10,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Franklin District 11,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Franklin District 11,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Glassboro District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Glassboro District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Glassboro District 2,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Glassboro District 2,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Glassboro District 3,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Glassboro District 3,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Glassboro District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Glassboro District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Glassboro District 5,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Glassboro District 5,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Glassboro District 6,3
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Glassboro District 6,3
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Glassboro District 7,2
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Glassboro District 7,2
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Glassboro District 8,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Glassboro District 8,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Glassboro District 9,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Glassboro District 9,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Glassboro District 10,2
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Glassboro District 10,2
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Glassboro District 11,3
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Glassboro District 11,3
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Glassboro District 12,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Glassboro District 12,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Glassboro District 13,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Glassboro District 13,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Greenwich District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Greenwich District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Greenwich District 2,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Greenwich District 2,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Greenwich District 3,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Greenwich District 3,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Greenwich District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Greenwich District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Greenwich District 5,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Greenwich District 5,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Greenwich District 6,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Greenwich District 6,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Harrison District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Harrison District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Harrison District 2,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Harrison District 2,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Harrison District 3,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Harrison District 3,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Harrison District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Harrison District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Harrison District 5,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Harrison District 5,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Harrison District 6,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Harrison District 6,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Harrison District 7,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Harrison District 7,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Harrison District 8,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Harrison District 8,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Harrison District 9,3
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Harrison District 9,3
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Logan District 1,3
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Logan District 1,3
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Logan District 2,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Logan District 2,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Logan District 3,2
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Logan District 3,2
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Logan District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Logan District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Mantua District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Mantua District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Mantua District 2,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Mantua District 2,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Mantua District 3,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Mantua District 3,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Mantua District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Mantua District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Mantua District 5,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Mantua District 5,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Mantua District 6,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Mantua District 6,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Mantua District 7,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Mantua District 7,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Mantua District 8,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Mantua District 8,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Mantua District 9,3
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Mantua District 9,3
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Mantua District 10,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Mantua District 10,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Mantua District 11,2
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Mantua District 11,2
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Mantua District 12,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Mantua District 12,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 2,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 2,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 3,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 3,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 5,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 5,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 6,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 6,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 7,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 7,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 8,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 8,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 9,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 9,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 10,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 10,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 11,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 11,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 12,2
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 12,2
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 13,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 13,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 14,2
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 14,2
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 15,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 15,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 16,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 16,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 17,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 17,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 18,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 18,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 19,3
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 19,3
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 20,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 20,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 21,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 21,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 22,2
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 22,2
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 23,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 23,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 24,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 24,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 25,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 25,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Monroe District 26,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Monroe District 26,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,National Park District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,National Park District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,National Park District 2,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,National Park District 2,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,National Park District 3,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,National Park District 3,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,National Park District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,National Park District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Newfield District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Newfield District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Paulsboro District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Paulsboro District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Paulsboro District 2,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Paulsboro District 2,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Paulsboro District 3,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Paulsboro District 3,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Paulsboro District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Paulsboro District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Paulsboro District 5,3
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Paulsboro District 5,3
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Pitman District 1,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Pitman District 1,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Pitman District 2,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Pitman District 2,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Pitman District 3,3
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Pitman District 3,3
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Pitman District 4,2
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Pitman District 4,2
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Pitman District 5,3
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Pitman District 5,3
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Pitman District 6,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Pitman District 6,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Pitman District 7,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Pitman District 7,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,South Harrison District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,South Harrison District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,South Harrison District 2,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,South Harrison District 2,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,South Harrison District 3,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,South Harrison District 3,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Swedesboro District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Swedesboro District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Swedesboro District 2,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Swedesboro District 2,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 2,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 2,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 3,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 3,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 5,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 5,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 6,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 6,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 7,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 7,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 8,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 8,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 9,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 9,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 10,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 10,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 11,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 11,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 12,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 12,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 13,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 13,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 14,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 14,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 15,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 15,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 16,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 16,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 17,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 17,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 18,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 18,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 19,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 19,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 20,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 20,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 21,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 21,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 22,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 22,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 23,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 23,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 24,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 24,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 25,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 25,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 26,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 26,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 27,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 27,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 28,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 28,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 29,2
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 29,2
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Washington District 30,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Washington District 30,0
